,statefips,population_percentage,year,pop
18,22,0.014265135608531945,2047,5484303
19,23,0.004156089479100424,2047,1597829
20,24,0.01857404325233401,2047,7140884
21,25,0.02100358554729542,2047,8074933
22,26,0.03037665340713026,2047,11678456
23,27,0.01654041970468687,2047,6359047
24,28,0.009148016376014133,2047,3517001
25,29,0.018576168057901295,2047,7141701
26,30,0.0032461960416577495,2047,1248016
27,31,0.005987000533527601,2047,2301732
28,32,0.008878474887471824,2047,3413374
29,33,0.004217661846431668,2047,1621501
30,34,0.027189562541505247,2047,10453163
31,35,0.006343591915871422,2047,2438826
32,36,0.05959814099451796,2047,22912803
33,37,0.03210242183156689,2047,12341937
34,38,0.002275401581454853,2047,874790
35,39,0.03521457050272876,2047,13538418
36,40,0.012282084447419859,2047,4721909
37,41,0.012916723254020832,2047,4965899
38,42,0.03844229785523771,2047,14779334
39,44,0.003220473474419058,2047,1238127
40,45,0.015702544756100535,2047,6036922
41,46,0.0027314425918269552,2047,1050117
42,47,0.020764828564057303,2047,7983142
43,48,0.08939463520698565,2047,34368214
44,49,0.00931424464852193,2047,3580908
45,50,0.001862068155968288,2047,715881
46,51,0.0261155924909049,2047,10040270
47,53,0.023052327774681965,2047,8862583
48,54,0.005463076516856651,2047,2100307
49,55,0.017831982600923876,2047,6855595
50,56,0.0017936682143497545,2047,689585
0,01,0.014970436787955795,2048,5777586
1,02,0.002275529136923347,2048,878202
2,04,0.021689021640862737,2048,8370509
3,05,0.009320243112264008,2048,3596989
4,06,0.12230287192714974,2048,47200714
5,08,0.017756731587958065,2048,6852909
6,09,0.01043140565209895,2048,4025824
7,10,0.0029587464366834407,2048,1141878
8,11,0.002152642869920702,2048,830776
9,12,0.06537436282980477,2048,25230124
10,13,0.03266061127514278,2048,12604808
11,15,0.004202026231372576,2048,1621701
12,16,0.005410322260465776,2048,2088022
13,17,0.037175487433334264,2048,14347247
14,18,0.02075180783610234,2048,8008807
15,19,0.009749782795695034,2048,3762763
16,20,0.008604620010060703,2048,3320807
17,21,0.013632225514201353,2048,5261126
18,22,0.014265135608531945,2048,5505387
19,23,0.004156089479100424,2048,1603972
20,24,0.01857404325233401,2048,7168336
21,25,0.02100358554729542,2048,8105977
22,26,0.03037665340713026,2048,11723353
23,27,0.01654041970468687,2048,6383494
24,28,0.009148016376014133,2048,3530521
25,29,0.018576168057901295,2048,7169156
26,30,0.0032461960416577495,2048,1252814
27,31,0.005987000533527601,2048,2310581
28,32,0.008878474887471824,2048,3426496
29,33,0.004217661846431668,2048,1627735
30,34,0.027189562541505247,2048,10493349
31,35,0.006343591915871422,2048,2448201
32,36,0.05959814099451796,2048,23000889
33,37,0.03210242183156689,2048,12389384
34,38,0.002275401581454853,2048,878153
35,39,0.03521457050272876,2048,13590465
36,40,0.012282084447419859,2048,4740062
37,41,0.012916723254020832,2048,4984990
38,42,0.03844229785523771,2048,14836151
39,44,0.003220473474419058,2048,1242887
40,45,0.015702544756100535,2048,6060130
41,46,0.0027314425918269552,2048,1054154
42,47,0.020764828564057303,2048,8013833
43,48,0.08939463520698565,2048,34500340
44,49,0.00931424464852193,2048,3594674
45,50,0.001862068155968288,2048,718634
46,51,0.0261155924909049,2048,10078869
47,53,0.023052327774681965,2048,8896654
48,54,0.005463076516856651,2048,2108382
49,55,0.017831982600923876,2048,6881951
50,56,0.0017936682143497545,2048,692236
0,01,0.014970436787955795,2049,5799592
1,02,0.002275529136923347,2049,881547
2,04,0.021689021640862737,2049,8402392
3,05,0.009320243112264008,2049,3610690
4,06,0.12230287192714974,2049,47380499
5,08,0.017756731587958065,2049,6879011
6,09,0.01043140565209895,2049,4041158
7,10,0.0029587464366834407,2049,1146227
8,11,0.002152642869920702,2049,833940
9,12,0.06537436282980477,2049,25326224
10,13,0.03266061127514278,2049,12652819
11,15,0.004202026231372576,2049,1627878
12,16,0.005410322260465776,2049,2095975
13,17,0.037175487433334264,2049,14401895
14,18,0.02075180783610234,2049,8039313
15,19,0.009749782795695034,2049,3777095
16,20,0.008604620010060703,2049,3333456
17,21,0.013632225514201353,2049,5281165
18,22,0.014265135608531945,2049,5526356
19,23,0.004156089479100424,2049,1610082
20,24,0.01857404325233401,2049,7195640
21,25,0.02100358554729542,2049,8136852
22,26,0.03037665340713026,2049,11768007
23,27,0.01654041970468687,2049,6407808
24,28,0.009148016376014133,2049,3543969
25,29,0.018576168057901295,2049,7196463
26,30,0.0032461960416577495,2049,1257586
27,31,0.005987000533527601,2049,2319382
28,32,0.008878474887471824,2049,3439548
29,33,0.004217661846431668,2049,1633935
30,34,0.027189562541505247,2049,10533318
31,35,0.006343591915871422,2049,2457527
32,36,0.05959814099451796,2049,23088499
33,37,0.03210242183156689,2049,12436575
34,38,0.002275401581454853,2049,881497
35,39,0.03521457050272876,2049,13642230
36,40,0.012282084447419859,2049,4758116
37,41,0.012916723254020832,2049,5003977
38,42,0.03844229785523771,2049,14892662
39,44,0.003220473474419058,2049,1247621
40,45,0.015702544756100535,2049,6083213
41,46,0.0027314425918269552,2049,1058169
42,47,0.020764828564057303,2049,8044357
43,48,0.08939463520698565,2049,34631750
44,49,0.00931424464852193,2049,3608366
45,50,0.001862068155968288,2049,721371
46,51,0.0261155924909049,2049,10117259
47,53,0.023052327774681965,2049,8930541
48,54,0.005463076516856651,2049,2116412
49,55,0.017831982600923876,2049,6908164
50,56,0.0017936682143497545,2049,694872
0,01,0.014970436787955795,2050,5821479
1,02,0.002275529136923347,2050,884874
2,04,0.021689021640862737,2050,8434101
3,05,0.009320243112264008,2050,3624316
4,06,0.12230287192714974,2050,47559306
5,08,0.017756731587958065,2050,6904971
6,09,0.01043140565209895,2050,4056409
7,10,0.0029587464366834407,2050,1150553
8,11,0.002152642869920702,2050,837087
9,12,0.06537436282980477,2050,25421802
10,13,0.03266061127514278,2050,12700569
11,15,0.004202026231372576,2050,1634021
12,16,0.005410322260465776,2050,2103885
13,17,0.037175487433334264,2050,14456246
14,18,0.02075180783610234,2050,8069652
15,19,0.009749782795695034,2050,3791349
16,20,0.008604620010060703,2050,3346036
17,21,0.013632225514201353,2050,5301095
18,22,0.014265135608531945,2050,5547212
19,23,0.004156089479100424,2050,1616158
20,24,0.01857404325233401,2050,7222795
21,25,0.02100358554729542,2050,8167559
22,26,0.03037665340713026,2050,11812417
23,27,0.01654041970468687,2050,6431990
24,28,0.009148016376014133,2050,3557343
25,29,0.018576168057901295,2050,7223622
26,30,0.0032461960416577495,2050,1262332
27,31,0.005987000533527601,2050,2328135
28,32,0.008878474887471824,2050,3452528
29,33,0.004217661846431668,2050,1640101
30,34,0.027189562541505247,2050,10573069
31,35,0.006343591915871422,2050,2466801
32,36,0.05959814099451796,2050,23175631
33,37,0.03210242183156689,2050,12483508
34,38,0.002275401581454853,2050,884824
35,39,0.03521457050272876,2050,13693714
36,40,0.012282084447419859,2050,4776073
37,41,0.012916723254020832,2050,5022862
38,42,0.03844229785523771,2050,14948864
39,44,0.003220473474419058,2050,1252329
40,45,0.015702544756100535,2050,6106170
41,46,0.0027314425918269552,2050,1062162
42,47,0.020764828564057303,2050,8074715
43,48,0.08939463520698565,2050,34762445
44,49,0.00931424464852193,2050,3621984
45,50,0.001862068155968288,2050,724093
46,51,0.0261155924909049,2050,10155440
47,53,0.023052327774681965,2050,8964243
48,54,0.005463076516856651,2050,2124399
49,55,0.017831982600923876,2050,6934234
50,56,0.0017936682143497545,2050,697495
0,01,0.014970436787955795,2051,5843246
1,02,0.002275529136923347,2051,888182
2,04,0.021689021640862737,2051,8465637
3,05,0.009320243112264008,2051,3637868
4,06,0.12230287192714974,2051,47737135
5,08,0.017756731587958065,2051,6930790
6,09,0.01043140565209895,2051,4071576
7,10,0.0029587464366834407,2051,1154855
8,11,0.002152642869920702,2051,840217
9,12,0.06537436282980477,2051,25516856
10,13,0.03266061127514278,2051,12748057
11,15,0.004202026231372576,2051,1640131
12,16,0.005410322260465776,2051,2111752
13,17,0.037175487433334264,2051,14510299
14,18,0.02075180783610234,2051,8099825
15,19,0.009749782795695034,2051,3805525
16,20,0.008604620010060703,2051,3358547
17,21,0.013632225514201353,2051,5320917
18,22,0.014265135608531945,2051,5567953
19,23,0.004156089479100424,2051,1622201
20,24,0.01857404325233401,2051,7249802
21,25,0.02100358554729542,2051,8198099
22,26,0.03037665340713026,2051,11856585
23,27,0.01654041970468687,2051,6456040
24,28,0.009148016376014133,2051,3570645
25,29,0.018576168057901295,2051,7250631
26,30,0.0032461960416577495,2051,1267052
27,31,0.005987000533527601,2051,2336840
28,32,0.008878474887471824,2051,3465437
29,33,0.004217661846431668,2051,1646234
30,34,0.027189562541505247,2051,10612603
31,35,0.006343591915871422,2051,2476024
32,36,0.05959814099451796,2051,23262287
33,37,0.03210242183156689,2051,12530185
34,38,0.002275401581454853,2051,888132
35,39,0.03521457050272876,2051,13744916
36,40,0.012282084447419859,2051,4793931
37,41,0.012916723254020832,2051,5041643
38,42,0.03844229785523771,2051,15004759
39,44,0.003220473474419058,2051,1257012
40,45,0.015702544756100535,2051,6129002
41,46,0.0027314425918269552,2051,1066134
42,47,0.020764828564057303,2051,8104907
43,48,0.08939463520698565,2051,34892425
44,49,0.00931424464852193,2051,3635527
45,50,0.001862068155968288,2051,726801
46,51,0.0261155924909049,2051,10193412
47,53,0.023052327774681965,2051,8997762
48,54,0.005463076516856651,2051,2132343
49,55,0.017831982600923876,2051,6960162
50,56,0.0017936682143497545,2051,700103
0,01,0.014970436787955795,2052,5864938
1,02,0.002275529136923347,2052,891479
2,04,0.021689021640862737,2052,8497065
3,05,0.009320243112264008,2052,3651373
4,06,0.12230287192714974,2052,47914352
5,08,0.017756731587958065,2052,6956519
6,09,0.01043140565209895,2052,4086691
7,10,0.0029587464366834407,2052,1159142
8,11,0.002152642869920702,2052,843337
9,12,0.06537436282980477,2052,25611583
10,13,0.03266061127514278,2052,12795382
11,15,0.004202026231372576,2052,1646219
12,16,0.005410322260465776,2052,2119591
13,17,0.037175487433334264,2052,14564166
14,18,0.02075180783610234,2052,8129894
15,19,0.009749782795695034,2052,3819653
16,20,0.008604620010060703,2052,3371015
17,21,0.013632225514201353,2052,5340670
18,22,0.014265135608531945,2052,5588624
19,23,0.004156089479100424,2052,1628223
20,24,0.01857404325233401,2052,7276716
21,25,0.02100358554729542,2052,8228533
22,26,0.03037665340713026,2052,11900601
23,27,0.01654041970468687,2052,6480007
24,28,0.009148016376014133,2052,3583900
25,29,0.018576168057901295,2052,7277548
26,30,0.0032461960416577495,2052,1271756
27,31,0.005987000533527601,2052,2345515
28,32,0.008878474887471824,2052,3478302
29,33,0.004217661846431668,2052,1652345
30,34,0.027189562541505247,2052,10652001
31,35,0.006343591915871422,2052,2485216
32,36,0.05959814099451796,2052,23348645
33,37,0.03210242183156689,2052,12576702
34,38,0.002275401581454853,2052,891430
35,39,0.03521457050272876,2052,13795942
36,40,0.012282084447419859,2052,4811728
37,41,0.012916723254020832,2052,5060359
38,42,0.03844229785523771,2052,15060462
39,44,0.003220473474419058,2052,1261678
40,45,0.015702544756100535,2052,6151755
41,46,0.0027314425918269552,2052,1070092
42,47,0.020764828564057303,2052,8134995
43,48,0.08939463520698565,2052,35021957
44,49,0.00931424464852193,2052,3649023
45,50,0.001862068155968288,2052,729499
46,51,0.0261155924909049,2052,10231253
47,53,0.023052327774681965,2052,9031164
48,54,0.005463076516856651,2052,2140259
49,55,0.017831982600923876,2052,6986000
50,56,0.0017936682143497545,2052,702702
0,01,0.014970436787955795,2053,5886615
1,02,0.002275529136923347,2053,894774
2,04,0.021689021640862737,2053,8528470
3,05,0.009320243112264008,2053,3664869
4,06,0.12230287192714974,2053,48091446
5,08,0.017756731587958065,2053,6982231
6,09,0.01043140565209895,2053,4101796
7,10,0.0029587464366834407,2053,1163426
8,11,0.002152642869920702,2053,846454
9,12,0.06537436282980477,2053,25706245
10,13,0.03266061127514278,2053,12842675
11,15,0.004202026231372576,2053,1652304
12,16,0.005410322260465776,2053,2127425
13,17,0.037175487433334264,2053,14617996
14,18,0.02075180783610234,2053,8159943
15,19,0.009749782795695034,2053,3833771
16,20,0.008604620010060703,2053,3383474
17,21,0.013632225514201353,2053,5360409
18,22,0.014265135608531945,2053,5609280
19,23,0.004156089479100424,2053,1634241
20,24,0.01857404325233401,2053,7303611
21,25,0.02100358554729542,2053,8258946
22,26,0.03037665340713026,2053,11944586
23,27,0.01654041970468687,2053,6503958
24,28,0.009148016376014133,2053,3597146
25,29,0.018576168057901295,2053,7304446
26,30,0.0032461960416577495,2053,1276456
27,31,0.005987000533527601,2053,2354184
28,32,0.008878474887471824,2053,3491158
29,33,0.004217661846431668,2053,1658452
30,34,0.027189562541505247,2053,10691371
31,35,0.006343591915871422,2053,2494402
32,36,0.05959814099451796,2053,23434943
33,37,0.03210242183156689,2053,12623186
34,38,0.002275401581454853,2053,894724
35,39,0.03521457050272876,2053,13846933
36,40,0.012282084447419859,2053,4829512
37,41,0.012916723254020832,2053,5079062
38,42,0.03844229785523771,2053,15116127
39,44,0.003220473474419058,2053,1266342
40,45,0.015702544756100535,2053,6174492
41,46,0.0027314425918269552,2053,1074047
42,47,0.020764828564057303,2053,8165063
43,48,0.08939463520698565,2053,35151401
44,49,0.00931424464852193,2053,3662510
45,50,0.001862068155968288,2053,732195
46,51,0.0261155924909049,2053,10269069
47,53,0.023052327774681965,2053,9064544
48,54,0.005463076516856651,2053,2148169
49,55,0.017831982600923876,2053,7011821
50,56,0.0017936682143497545,2053,705299
0,01,0.014970436787955795,2054,5908337
1,02,0.002275529136923347,2054,898076
2,04,0.021689021640862737,2054,8559941
3,05,0.009320243112264008,2054,3678392
4,06,0.12230287192714974,2054,48268908
5,08,0.017756731587958065,2054,7007996
6,09,0.01043140565209895,2054,4116932
7,10,0.0029587464366834407,2054,1167720
8,11,0.002152642869920702,2054,849577
9,12,0.06537436282980477,2054,25801104
10,13,0.03266061127514278,2054,12890065
11,15,0.004202026231372576,2054,1658401
12,16,0.005410322260465776,2054,2135276
13,17,0.037175487433334264,2054,14671938
14,18,0.02075180783610234,2054,8190054
15,19,0.009749782795695034,2054,3847918
16,20,0.008604620010060703,2054,3395960
17,21,0.013632225514201353,2054,5380190
18,22,0.014265135608531945,2054,5629978
19,23,0.004156089479100424,2054,1640271
20,24,0.01857404325233401,2054,7330562
21,25,0.02100358554729542,2054,8289422
22,26,0.03037665340713026,2054,11988663
23,27,0.01654041970468687,2054,6527958
24,28,0.009148016376014133,2054,3610420
25,29,0.018576168057901295,2054,7331401
26,30,0.0032461960416577495,2054,1281166
27,31,0.005987000533527601,2054,2362872
28,32,0.008878474887471824,2054,3504041
29,33,0.004217661846431668,2054,1664572
30,34,0.027189562541505247,2054,10730823
31,35,0.006343591915871422,2054,2503606
32,36,0.05959814099451796,2054,23521420
33,37,0.03210242183156689,2054,12669767
34,38,0.002275401581454853,2054,898026
35,39,0.03521457050272876,2054,13898029
36,40,0.012282084447419859,2054,4847333
37,41,0.012916723254020832,2054,5097804
38,42,0.03844229785523771,2054,15171906
39,44,0.003220473474419058,2054,1271015
40,45,0.015702544756100535,2054,6197276
41,46,0.0027314425918269552,2054,1078010
42,47,0.020764828564057303,2054,8195193
43,48,0.08939463520698565,2054,35281112
44,49,0.00931424464852193,2054,3676025
45,50,0.001862068155968288,2054,734897
46,51,0.0261155924909049,2054,10306963
47,53,0.023052327774681965,2054,9097993
48,54,0.005463076516856651,2054,2156096
49,55,0.017831982600923876,2054,7037695
50,56,0.0017936682143497545,2054,707902
0,01,0.014970436787955795,2055,5930164
1,02,0.002275529136923347,2055,901394
2,04,0.021689021640862737,2055,8591564
3,05,0.009320243112264008,2055,3691981
4,06,0.12230287192714974,2055,48447225
5,08,0.017756731587958065,2055,7033885
6,09,0.01043140565209895,2055,4132141
7,10,0.0029587464366834407,2055,1172033
8,11,0.002152642869920702,2055,852716
9,12,0.06537436282980477,2055,25896419
10,13,0.03266061127514278,2055,12937685
11,15,0.004202026231372576,2055,1664528
12,16,0.005410322260465776,2055,2143164
13,17,0.037175487433334264,2055,14726140
14,18,0.02075180783610234,2055,8220310
15,19,0.009749782795695034,2055,3862133
16,20,0.008604620010060703,2055,3408505
17,21,0.013632225514201353,2055,5400065
18,22,0.014265135608531945,2055,5650777
19,23,0.004156089479100424,2055,1646331
20,24,0.01857404325233401,2055,7357643
21,25,0.02100358554729542,2055,8320045
22,26,0.03037665340713026,2055,12032952
23,27,0.01654041970468687,2055,6552074
24,28,0.009148016376014133,2055,3623758
25,29,0.018576168057901295,2055,7358485
26,30,0.0032461960416577495,2055,1285899
27,31,0.005987000533527601,2055,2371601
28,32,0.008878474887471824,2055,3516986
29,33,0.004217661846431668,2055,1670721
30,34,0.027189562541505247,2055,10770465
31,35,0.006343591915871422,2055,2512855
32,36,0.05959814099451796,2055,23608314
33,37,0.03210242183156689,2055,12716572
34,38,0.002275401581454853,2055,901343
35,39,0.03521457050272876,2055,13949372
36,40,0.012282084447419859,2055,4865241
37,41,0.012916723254020832,2055,5116637
38,42,0.03844229785523771,2055,15227955
39,44,0.003220473474419058,2055,1275710
40,45,0.015702544756100535,2055,6220171
41,46,0.0027314425918269552,2055,1081993
42,47,0.020764828564057303,2055,8225468
43,48,0.08939463520698565,2055,35411450
44,49,0.00931424464852193,2055,3689605
45,50,0.001862068155968288,2055,737612
46,51,0.0261155924909049,2055,10345039
47,53,0.023052327774681965,2055,9131603
48,54,0.005463076516856651,2055,2164061
49,55,0.017831982600923876,2055,7063694
50,56,0.0017936682143497545,2055,710517
0,01,0.014970436787955795,2056,5952096
1,02,0.002275529136923347,2056,904728
2,04,0.021689021640862737,2056,8623338
3,05,0.009320243112264008,2056,3705635
4,06,0.12230287192714974,2056,48626399
5,08,0.017756731587958065,2056,7059899
6,09,0.01043140565209895,2056,4147423
7,10,0.0029587464366834407,2056,1176368
8,11,0.002152642869920702,2056,855869
9,12,0.06537436282980477,2056,25992193
10,13,0.03266061127514278,2056,12985532
11,15,0.004202026231372576,2056,1670684
12,16,0.005410322260465776,2056,2151090
13,17,0.037175487433334264,2056,14780602
14,18,0.02075180783610234,2056,8250711
15,19,0.009749782795695034,2056,3876416
16,20,0.008604620010060703,2056,3421111
17,21,0.013632225514201353,2056,5420037
18,22,0.014265135608531945,2056,5671675
19,23,0.004156089479100424,2056,1652420
20,24,0.01857404325233401,2056,7384854
21,25,0.02100358554729542,2056,8350816
22,26,0.03037665340713026,2056,12077454
23,27,0.01654041970468687,2056,6576305
24,28,0.009148016376014133,2056,3637160
25,29,0.018576168057901295,2056,7385699
26,30,0.0032461960416577495,2056,1290655
27,31,0.005987000533527601,2056,2380372
28,32,0.008878474887471824,2056,3529993
29,33,0.004217661846431668,2056,1676900
30,34,0.027189562541505247,2056,10810298
31,35,0.006343591915871422,2056,2522149
32,36,0.05959814099451796,2056,23695625
33,37,0.03210242183156689,2056,12763602
34,38,0.002275401581454853,2056,904677
35,39,0.03521457050272876,2056,14000961
36,40,0.012282084447419859,2056,4883234
37,41,0.012916723254020832,2056,5135560
38,42,0.03844229785523771,2056,15284273
39,44,0.003220473474419058,2056,1280428
40,45,0.015702544756100535,2056,6243175
41,46,0.0027314425918269552,2056,1085994
42,47,0.020764828564057303,2056,8255888
43,48,0.08939463520698565,2056,35542413
44,49,0.00931424464852193,2056,3703251
45,50,0.001862068155968288,2056,740340
46,51,0.0261155924909049,2056,10383298
47,53,0.023052327774681965,2056,9165375
48,54,0.005463076516856651,2056,2172065
49,55,0.017831982600923876,2056,7089818
50,56,0.0017936682143497545,2056,713145
0,01,0.014970436787955795,2057,5974132
1,02,0.002275529136923347,2057,908077
2,04,0.021689021640862737,2057,8655264
3,05,0.009320243112264008,2057,3719355
4,06,0.12230287192714974,2057,48806429
5,08,0.017756731587958065,2057,7086037
6,09,0.01043140565209895,2057,4162778
7,10,0.0029587464366834407,2057,1180723
8,11,0.002152642869920702,2057,859038
9,12,0.06537436282980477,2057,26088424
10,13,0.03266061127514278,2057,13033609
11,15,0.004202026231372576,2057,1676869
12,16,0.005410322260465776,2057,2159054
13,17,0.037175487433334264,2057,14835324
14,18,0.02075180783610234,2057,8281258
15,19,0.009749782795695034,2057,3890768
16,20,0.008604620010060703,2057,3433777
17,21,0.013632225514201353,2057,5440103
18,22,0.014265135608531945,2057,5692674
19,23,0.004156089479100424,2057,1658537
20,24,0.01857404325233401,2057,7412195
21,25,0.02100358554729542,2057,8381733
22,26,0.03037665340713026,2057,12122168
23,27,0.01654041970468687,2057,6600653
24,28,0.009148016376014133,2057,3650626
25,29,0.018576168057901295,2057,7413043
26,30,0.0032461960416577495,2057,1295433
27,31,0.005987000533527601,2057,2389184
28,32,0.008878474887471824,2057,3543062
29,33,0.004217661846431668,2057,1683109
30,34,0.027189562541505247,2057,10850321
31,35,0.006343591915871422,2057,2531486
32,36,0.05959814099451796,2057,23783353
33,37,0.03210242183156689,2057,12810857
34,38,0.002275401581454853,2057,908026
35,39,0.03521457050272876,2057,14052797
36,40,0.012282084447419859,2057,4901313
37,41,0.012916723254020832,2057,5154573
38,42,0.03844229785523771,2057,15340860
39,44,0.003220473474419058,2057,1285169
40,45,0.015702544756100535,2057,6266289
41,46,0.0027314425918269552,2057,1090015
42,47,0.020764828564057303,2057,8286454
43,48,0.08939463520698565,2057,35674002
44,49,0.00931424464852193,2057,3716961
45,50,0.001862068155968288,2057,743081
46,51,0.0261155924909049,2057,10421741
47,53,0.023052327774681965,2057,9199308
48,54,0.005463076516856651,2057,2180106
49,55,0.017831982600923876,2057,7116067
50,56,0.0017936682143497545,2057,715785
0,01,0.014970436787955795,2058,5996244
1,02,0.002275529136923347,2058,911438
2,04,0.021689021640862737,2058,8687299
3,05,0.009320243112264008,2058,3733121
4,06,0.12230287192714974,2058,48987070
5,08,0.017756731587958065,2058,7112264
6,09,0.01043140565209895,2058,4178185
7,10,0.0029587464366834407,2058,1185093
8,11,0.002152642869920702,2058,862217
9,12,0.06537436282980477,2058,26184982
10,13,0.03266061127514278,2058,13081849
11,15,0.004202026231372576,2058,1683075
12,16,0.005410322260465776,2058,2167045
13,17,0.037175487433334264,2058,14890233
14,18,0.02075180783610234,2058,8311908
15,19,0.009749782795695034,2058,3905168
16,20,0.008604620010060703,2058,3446486
17,21,0.013632225514201353,2058,5460238
18,22,0.014265135608531945,2058,5713743
19,23,0.004156089479100424,2058,1664676
20,24,0.01857404325233401,2058,7439629
21,25,0.02100358554729542,2058,8412755
22,26,0.03037665340713026,2058,12167034
23,27,0.01654041970468687,2058,6625083
24,28,0.009148016376014133,2058,3664137
25,29,0.018576168057901295,2058,7440480
26,30,0.0032461960416577495,2058,1300228
27,31,0.005987000533527601,2058,2398027
28,32,0.008878474887471824,2058,3556175
29,33,0.004217661846431668,2058,1689338
30,34,0.027189562541505247,2058,10890480
31,35,0.006343591915871422,2058,2540856
32,36,0.05959814099451796,2058,23871380
33,37,0.03210242183156689,2058,12858272
34,38,0.002275401581454853,2058,911387
35,39,0.03521457050272876,2058,14104809
36,40,0.012282084447419859,2058,4919454
37,41,0.012916723254020832,2058,5173651
38,42,0.03844229785523771,2058,15397640
39,44,0.003220473474419058,2058,1289925
40,45,0.015702544756100535,2058,6289482
41,46,0.0027314425918269552,2058,1094049
42,47,0.020764828564057303,2058,8317124
43,48,0.08939463520698565,2058,35806038
44,49,0.00931424464852193,2058,3730718
45,50,0.001862068155968288,2058,745831
46,51,0.0261155924909049,2058,10460313
47,53,0.023052327774681965,2058,9233356
48,54,0.005463076516856651,2058,2188175
49,55,0.017831982600923876,2058,7142404
50,56,0.0017936682143497545,2058,718434
0,01,0.014970436787955795,2059,6018430
1,02,0.002275529136923347,2059,914810
2,04,0.021689021640862737,2059,8719442
3,05,0.009320243112264008,2059,3746933
4,06,0.12230287192714974,2059,49168323
5,08,0.017756731587958065,2059,7138579
6,09,0.01043140565209895,2059,4193644
7,10,0.0029587464366834407,2059,1189478
8,11,0.002152642869920702,2059,865408
9,12,0.06537436282980477,2059,26281867
10,13,0.03266061127514278,2059,13130252
11,15,0.004202026231372576,2059,1689303
12,16,0.005410322260465776,2059,2175063
13,17,0.037175487433334264,2059,14945327
14,18,0.02075180783610234,2059,8342663
15,19,0.009749782795695034,2059,3919617
16,20,0.008604620010060703,2059,3459238
17,21,0.013632225514201353,2059,5480441
18,22,0.014265135608531945,2059,5734884
19,23,0.004156089479100424,2059,1670835
20,24,0.01857404325233401,2059,7467155
21,25,0.02100358554729542,2059,8443882
22,26,0.03037665340713026,2059,12212053
23,27,0.01654041970468687,2059,6649596
24,28,0.009148016376014133,2059,3677695
25,29,0.018576168057901295,2059,7468010
26,30,0.0032461960416577495,2059,1305039
27,31,0.005987000533527601,2059,2406900
28,32,0.008878474887471824,2059,3569333
29,33,0.004217661846431668,2059,1695589
30,34,0.027189562541505247,2059,10930775
31,35,0.006343591915871422,2059,2550257
32,36,0.05959814099451796,2059,23959704
33,37,0.03210242183156689,2059,12905848
34,38,0.002275401581454853,2059,914759
35,39,0.03521457050272876,2059,14156997
36,40,0.012282084447419859,2059,4937656
37,41,0.012916723254020832,2059,5192794
38,42,0.03844229785523771,2059,15454611
39,44,0.003220473474419058,2059,1294698
40,45,0.015702544756100535,2059,6312753
41,46,0.0027314425918269552,2059,1098097
42,47,0.020764828564057303,2059,8347897
43,48,0.08939463520698565,2059,35938521
44,49,0.00931424464852193,2059,3744522
45,50,0.001862068155968288,2059,748591
46,51,0.0261155924909049,2059,10499017
47,53,0.023052327774681965,2059,9267520
48,54,0.005463076516856651,2059,2196271
49,55,0.017831982600923876,2059,7168831
50,56,0.0017936682143497545,2059,721092
0,01,0.014970436787955795,2060,6040631
1,02,0.002275529136923347,2060,918185
2,04,0.021689021640862737,2060,8751607
3,05,0.009320243112264008,2060,3760755
4,06,0.12230287192714974,2060,49349698
5,08,0.017756731587958065,2060,7164912
6,09,0.01043140565209895,2060,4209114
7,10,0.0029587464366834407,2060,1193866
8,11,0.002152642869920702,2060,868600
9,12,0.06537436282980477,2060,26378817
10,13,0.03266061127514278,2060,13178687
11,15,0.004202026231372576,2060,1695534
12,16,0.005410322260465776,2060,2183087
13,17,0.037175487433334264,2060,15000458
14,18,0.02075180783610234,2060,8373437
15,19,0.009749782795695034,2060,3934076
16,20,0.008604620010060703,2060,3471999
17,21,0.013632225514201353,2060,5500658
18,22,0.014265135608531945,2060,5756039
19,23,0.004156089479100424,2060,1676999
20,24,0.01857404325233401,2060,7494701
21,25,0.02100358554729542,2060,8475031
22,26,0.03037665340713026,2060,12257101
23,27,0.01654041970468687,2060,6674126
24,28,0.009148016376014133,2060,3691261
25,29,0.018576168057901295,2060,7495558
26,30,0.0032461960416577495,2060,1309853
27,31,0.005987000533527601,2060,2415779
28,32,0.008878474887471824,2060,3582500
29,33,0.004217661846431668,2060,1701843
30,34,0.027189562541505247,2060,10971097
31,35,0.006343591915871422,2060,2559665
32,36,0.05959814099451796,2060,24048088
33,37,0.03210242183156689,2060,12953456
34,38,0.002275401581454853,2060,918134
35,39,0.03521457050272876,2060,14209220
36,40,0.012282084447419859,2060,4955870
37,41,0.012916723254020832,2060,5211949
38,42,0.03844229785523771,2060,15511621
39,44,0.003220473474419058,2060,1299474
40,45,0.015702544756100535,2060,6336040
41,46,0.0027314425918269552,2060,1102148
42,47,0.020764828564057303,2060,8378691
43,48,0.08939463520698565,2060,36071093
44,49,0.00931424464852193,2060,3758335
45,50,0.001862068155968288,2060,751352
46,51,0.0261155924909049,2060,10537746
47,53,0.023052327774681965,2060,9301706
48,54,0.005463076516856651,2060,2204373
49,55,0.017831982600923876,2060,7195276
50,56,0.0017936682143497545,2060,723752
0,01,0.014970436787955795,2061,6062847
1,02,0.002275529136923347,2061,921562
2,04,0.021689021640862737,2061,8783793
