,statefips,population_percentage,year,pop
32,36,0.05959814099451796,2033,21550747
33,37,0.03210242183156689,2033,11608268
34,38,0.002275401581454853,2033,822787
35,39,0.03521457050272876,2033,12733624
36,40,0.012282084447419859,2033,4441214
37,41,0.012916723254020832,2033,4670700
38,42,0.03844229785523771,2033,13900773
39,44,0.003220473474419058,2033,1164526
40,45,0.015702544756100535,2033,5678056
41,46,0.0027314425918269552,2033,987692
42,47,0.020764828564057303,2033,7508583
43,48,0.08939463520698565,2033,32325189
44,49,0.00931424464852193,2033,3368040
45,50,0.001862068155968288,2033,673326
46,51,0.0261155924909049,2033,9443424
47,53,0.023052327774681965,2033,8335745
48,54,0.005463076516856651,2033,1975454
49,55,0.017831982600923876,2033,6448063
50,56,0.0017936682143497545,2033,648592
0,01,0.014970436787955795,2034,5441050
1,02,0.002275529136923347,2034,827048
2,04,0.021689021640862737,2034,7882940
3,05,0.009320243112264008,2034,3387470
4,06,0.12230287192714974,2034,44451346
5,08,0.017756731587958065,2034,6453737
6,09,0.01043140565209895,2034,3791326
7,10,0.0029587464366834407,2034,1075365
8,11,0.002152642869920702,2034,782385
9,12,0.06537436282980477,2034,23760508
10,13,0.03266061127514278,2034,11870597
11,15,0.004202026231372576,2034,1527239
12,16,0.005410322260465776,2034,1966398
13,17,0.037175487433334264,2034,13511542
14,18,0.02075180783610234,2034,7542307
15,19,0.009749782795695034,2034,3543588
16,20,0.008604620010060703,2034,3127375
17,21,0.013632225514201353,2034,4954673
18,22,0.014265135608531945,2034,5184706
19,23,0.004156089479100424,2034,1510543
20,24,0.01857404325233401,2034,6750792
21,25,0.02100358554729542,2034,7633816
22,26,0.03037665340713026,2034,11040486
23,27,0.01654041970468687,2034,6011665
24,28,0.009148016376014133,2034,3324874
25,29,0.018576168057901295,2034,6751564
26,30,0.0032461960416577495,2034,1179840
27,31,0.005987000533527601,2034,2175993
28,32,0.008878474887471824,2034,3226908
29,33,0.004217661846431668,2034,1532922
30,34,0.027189562541505247,2034,9882128
31,35,0.006343591915871422,2034,2305598
32,36,0.05959814099451796,2034,21661123
33,37,0.03210242183156689,2034,11667722
34,38,0.002275401581454853,2034,827002
35,39,0.03521457050272876,2034,12798841
36,40,0.012282084447419859,2034,4463960
37,41,0.012916723254020832,2034,4694622
38,42,0.03844229785523771,2034,13971968
39,44,0.003220473474419058,2034,1170491
40,45,0.015702544756100535,2034,5707137
41,46,0.0027314425918269552,2034,992751
42,47,0.020764828564057303,2034,7547039
43,48,0.08939463520698565,2034,32490748
44,49,0.00931424464852193,2034,3385290
45,50,0.001862068155968288,2034,676774
46,51,0.0261155924909049,2034,9491790
47,53,0.023052327774681965,2034,8378438
48,54,0.005463076516856651,2034,1985572
49,55,0.017831982600923876,2034,6481088
50,56,0.0017936682143497545,2034,651914
0,01,0.014970436787955795,2035,5468192
1,02,0.002275529136923347,2035,831173
2,04,0.021689021640862737,2035,7922262
3,05,0.009320243112264008,2035,3404368
4,06,0.12230287192714974,2035,44673081
5,08,0.017756731587958065,2035,6485930
6,09,0.01043140565209895,2035,3810238
7,10,0.0029587464366834407,2035,1080729
8,11,0.002152642869920702,2035,786287
9,12,0.06537436282980477,2035,23879032
10,13,0.03266061127514278,2035,11929811
11,15,0.004202026231372576,2035,1534857
12,16,0.005410322260465776,2035,1976207
13,17,0.037175487433334264,2035,13578942
14,18,0.02075180783610234,2035,7579930
15,19,0.009749782795695034,2035,3561264
16,20,0.008604620010060703,2035,3142975
17,21,0.013632225514201353,2035,4979388
18,22,0.014265135608531945,2035,5210569
19,23,0.004156089479100424,2035,1518078
20,24,0.01857404325233401,2035,6784466
21,25,0.02100358554729542,2035,7671896
22,26,0.03037665340713026,2035,11095559
23,27,0.01654041970468687,2035,6041653
24,28,0.009148016376014133,2035,3341459
25,29,0.018576168057901295,2035,6785243
26,30,0.0032461960416577495,2035,1185725
27,31,0.005987000533527601,2035,2186848
28,32,0.008878474887471824,2035,3243005
29,33,0.004217661846431668,2035,1540568
30,34,0.027189562541505247,2035,9931423
31,35,0.006343591915871422,2035,2317098
32,36,0.05959814099451796,2035,21769175
33,37,0.03210242183156689,2035,11725923
34,38,0.002275401581454853,2035,831127
35,39,0.03521457050272876,2035,12862685
36,40,0.012282084447419859,2035,4486228
37,41,0.012916723254020832,2035,4718040
38,42,0.03844229785523771,2035,14041664
39,44,0.003220473474419058,2035,1176329
40,45,0.015702544756100535,2035,5735606
41,46,0.0027314425918269552,2035,997703
42,47,0.020764828564057303,2035,7584686
43,48,0.08939463520698565,2035,32652821
44,49,0.00931424464852193,2035,3402177
45,50,0.001862068155968288,2035,680150
46,51,0.0261155924909049,2035,9539138
47,53,0.023052327774681965,2035,8420232
48,54,0.005463076516856651,2035,1995476
49,55,0.017831982600923876,2035,6513417
50,56,0.0017936682143497545,2035,655166
0,01,0.014970436787955795,2036,5494764
1,02,0.002275529136923347,2036,835212
2,04,0.021689021640862737,2036,7960760
3,05,0.009320243112264008,2036,3420911
4,06,0.12230287192714974,2036,44890168
5,08,0.017756731587958065,2036,6517449
6,09,0.01043140565209895,2036,3828754
7,10,0.0029587464366834407,2036,1085981
8,11,0.002152642869920702,2036,790108
9,12,0.06537436282980477,2036,23995072
10,13,0.03266061127514278,2036,11987783
11,15,0.004202026231372576,2036,1542316
12,16,0.005410322260465776,2036,1985810
13,17,0.037175487433334264,2036,13644928
14,18,0.02075180783610234,2036,7616764
15,19,0.009749782795695034,2036,3578570
16,20,0.008604620010060703,2036,3158248
17,21,0.013632225514201353,2036,5003586
18,22,0.014265135608531945,2036,5235890
19,23,0.004156089479100424,2036,1525455
20,24,0.01857404325233401,2036,6817435
21,25,0.02100358554729542,2036,7709177
22,26,0.03037665340713026,2036,11149477
23,27,0.01654041970468687,2036,6071012
24,28,0.009148016376014133,2036,3357697
25,29,0.018576168057901295,2036,6818215
26,30,0.0032461960416577495,2036,1191487
27,31,0.005987000533527601,2036,2197475
28,32,0.008878474887471824,2036,3258764
29,33,0.004217661846431668,2036,1548055
30,34,0.027189562541505247,2036,9979684
31,35,0.006343591915871422,2036,2328358
32,36,0.05959814099451796,2036,21874961
33,37,0.03210242183156689,2036,11782905
34,38,0.002275401581454853,2036,835166
35,39,0.03521457050272876,2036,12925191
36,40,0.012282084447419859,2036,4508029
37,41,0.012916723254020832,2036,4740967
38,42,0.03844229785523771,2036,14109899
39,44,0.003220473474419058,2036,1182046
40,45,0.015702544756100535,2036,5763478
41,46,0.0027314425918269552,2036,1002551
42,47,0.020764828564057303,2036,7621543
43,48,0.08939463520698565,2036,32811496
44,49,0.00931424464852193,2036,3418710
45,50,0.001862068155968288,2036,683455
46,51,0.0261155924909049,2036,9585493
47,53,0.023052327774681965,2036,8461149
48,54,0.005463076516856651,2036,2005173
49,55,0.017831982600923876,2036,6545069
50,56,0.0017936682143497545,2036,658350
0,01,0.014970436787955795,2037,5520768
1,02,0.002275529136923347,2037,839165
2,04,0.021689021640862737,2037,7998434
3,05,0.009320243112264008,2037,3437101
4,06,0.12230287192714974,2037,45102609
5,08,0.017756731587958065,2037,6548292
6,09,0.01043140565209895,2037,3846873
7,10,0.0029587464366834407,2037,1091121
8,11,0.002152642869920702,2037,793847
9,12,0.06537436282980477,2037,24108627
10,13,0.03266061127514278,2037,12044515
11,15,0.004202026231372576,2037,1549615
12,16,0.005410322260465776,2037,1995208
13,17,0.037175487433334264,2037,13709502
14,18,0.02075180783610234,2037,7652810
15,19,0.009749782795695034,2037,3595505
16,20,0.008604620010060703,2037,3173195
17,21,0.013632225514201353,2037,5027265
18,22,0.014265135608531945,2037,5260668
19,23,0.004156089479100424,2037,1532674
20,24,0.01857404325233401,2037,6849699
21,25,0.02100358554729542,2037,7745660
22,26,0.03037665340713026,2037,11202241
23,27,0.01654041970468687,2037,6099743
24,28,0.009148016376014133,2037,3373587
25,29,0.018576168057901295,2037,6850482
26,30,0.0032461960416577495,2037,1197126
27,31,0.005987000533527601,2037,2207874
28,32,0.008878474887471824,2037,3274186
29,33,0.004217661846431668,2037,1555381
30,34,0.027189562541505247,2037,10026912
31,35,0.006343591915871422,2037,2339377
32,36,0.05959814099451796,2037,21978483
33,37,0.03210242183156689,2037,11838667
34,38,0.002275401581454853,2037,839118
35,39,0.03521457050272876,2037,12986359
36,40,0.012282084447419859,2037,4529363
37,41,0.012916723254020832,2037,4763403
38,42,0.03844229785523771,2037,14176674
39,44,0.003220473474419058,2037,1187640
40,45,0.015702544756100535,2037,5790753
41,46,0.0027314425918269552,2037,1007296
42,47,0.020764828564057303,2037,7657612
43,48,0.08939463520698565,2037,32966775
44,49,0.00931424464852193,2037,3434889
45,50,0.001862068155968288,2037,686690
46,51,0.0261155924909049,2037,9630856
47,53,0.023052327774681965,2037,8501191
48,54,0.005463076516856651,2037,2014662
49,55,0.017831982600923876,2037,6576043
50,56,0.0017936682143497545,2037,661465
0,01,0.014970436787955795,2038,5546203
1,02,0.002275529136923347,2038,843031
2,04,0.021689021640862737,2038,8035284
3,05,0.009320243112264008,2038,3452936
4,06,0.12230287192714974,2038,45310401
5,08,0.017756731587958065,2038,6578461
6,09,0.01043140565209895,2038,3864596
7,10,0.0029587464366834407,2038,1096148
8,11,0.002152642869920702,2038,797505
9,12,0.06537436282980477,2038,24219698
10,13,0.03266061127514278,2038,12100005
11,15,0.004202026231372576,2038,1556754
12,16,0.005410322260465776,2038,2004400
13,17,0.037175487433334264,2038,13772663
14,18,0.02075180783610234,2038,7688068
15,19,0.009749782795695034,2038,3612070
16,20,0.008604620010060703,2038,3187814
17,21,0.013632225514201353,2038,5050426
18,22,0.014265135608531945,2038,5284905
19,23,0.004156089479100424,2038,1539736
20,24,0.01857404325233401,2038,6881256
21,25,0.02100358554729542,2038,7781345
22,26,0.03037665340713026,2038,11253851
23,27,0.01654041970468687,2038,6127845
24,28,0.009148016376014133,2038,3389130
25,29,0.018576168057901295,2038,6882043
26,30,0.0032461960416577495,2038,1202641
27,31,0.005987000533527601,2038,2218046
28,32,0.008878474887471824,2038,3289271
29,33,0.004217661846431668,2038,1562547
30,34,0.027189562541505247,2038,10073108
31,35,0.006343591915871422,2038,2350155
32,36,0.05959814099451796,2038,22079740
33,37,0.03210242183156689,2038,11893209
34,38,0.002275401581454853,2038,842984
35,39,0.03521457050272876,2038,13046188
36,40,0.012282084447419859,2038,4550230
37,41,0.012916723254020832,2038,4785349
38,42,0.03844229785523771,2038,14241987
39,44,0.003220473474419058,2038,1193111
40,45,0.015702544756100535,2038,5817432
41,46,0.0027314425918269552,2038,1011937
42,47,0.020764828564057303,2038,7692891
43,48,0.08939463520698565,2038,33118656
44,49,0.00931424464852193,2038,3450713
45,50,0.001862068155968288,2038,689853
46,51,0.0261155924909049,2038,9675226
47,53,0.023052327774681965,2038,8540357
48,54,0.005463076516856651,2038,2023944
49,55,0.017831982600923876,2038,6606339
50,56,0.0017936682143497545,2038,664513
0,01,0.014970436787955795,2039,5571098
1,02,0.002275529136923347,2039,846815
2,04,0.021689021640862737,2039,8071353
3,05,0.009320243112264008,2039,3468435
4,06,0.12230287192714974,2039,45513791
5,08,0.017756731587958065,2039,6607990
6,09,0.01043140565209895,2039,3881943
7,10,0.0029587464366834407,2039,1101068
8,11,0.002152642869920702,2039,801085
9,12,0.06537436282980477,2039,24328415
10,13,0.03266061127514278,2039,12154320
11,15,0.004202026231372576,2039,1563742
12,16,0.005410322260465776,2039,2013397
13,17,0.037175487433334264,2039,13834486
14,18,0.02075180783610234,2039,7722578
15,19,0.009749782795695034,2039,3628284
16,20,0.008604620010060703,2039,3202123
17,21,0.013632225514201353,2039,5073096
18,22,0.014265135608531945,2039,5308628
19,23,0.004156089479100424,2039,1546647
20,24,0.01857404325233401,2039,6912144
21,25,0.02100358554729542,2039,7816274
22,26,0.03037665340713026,2039,11304368
23,27,0.01654041970468687,2039,6155352
24,28,0.009148016376014133,2039,3404343
25,29,0.018576168057901295,2039,6912935
26,30,0.0032461960416577495,2039,1208039
27,31,0.005987000533527601,2039,2228002
28,32,0.008878474887471824,2039,3304036
29,33,0.004217661846431668,2039,1569561
30,34,0.027189562541505247,2039,10118324
31,35,0.006343591915871422,2039,2360704
32,36,0.05959814099451796,2039,22178852
33,37,0.03210242183156689,2039,11946595
34,38,0.002275401581454853,2039,846768
35,39,0.03521457050272876,2039,13104750
36,40,0.012282084447419859,2039,4570655
37,41,0.012916723254020832,2039,4806829
38,42,0.03844229785523771,2039,14305917
39,44,0.003220473474419058,2039,1198467
40,45,0.015702544756100535,2039,5843545
41,46,0.0027314425918269552,2039,1016479
42,47,0.020764828564057303,2039,7727423
43,48,0.08939463520698565,2039,33267320
44,49,0.00931424464852193,2039,3466203
45,50,0.001862068155968288,2039,692950
46,51,0.0261155924909049,2039,9718657
47,53,0.023052327774681965,2039,8578693
48,54,0.005463076516856651,2039,2033029
49,55,0.017831982600923876,2039,6635994
50,56,0.0017936682143497545,2039,667496
0,01,0.014970436787955795,2040,5595455
1,02,0.002275529136923347,2040,850518
2,04,0.021689021640862737,2040,8106641
3,05,0.009320243112264008,2040,3483599
4,06,0.12230287192714974,2040,45712778
5,08,0.017756731587958065,2040,6636880
6,09,0.01043140565209895,2040,3898915
7,10,0.0029587464366834407,2040,1105882
8,11,0.002152642869920702,2040,804587
9,12,0.06537436282980477,2040,24434779
10,13,0.03266061127514278,2040,12207459
11,15,0.004202026231372576,2040,1570579
12,16,0.005410322260465776,2040,2022200
13,17,0.037175487433334264,2040,13894970
14,18,0.02075180783610234,2040,7756341
15,19,0.009749782795695034,2040,3644147
16,20,0.008604620010060703,2040,3216123
17,21,0.013632225514201353,2040,5095276
18,22,0.014265135608531945,2040,5331837
19,23,0.004156089479100424,2040,1553409
20,24,0.01857404325233401,2040,6942364
21,25,0.02100358554729542,2040,7850447
22,26,0.03037665340713026,2040,11353791
23,27,0.01654041970468687,2040,6182263
24,28,0.009148016376014133,2040,3419227
25,29,0.018576168057901295,2040,6943159
26,30,0.0032461960416577495,2040,1213321
27,31,0.005987000533527601,2040,2237743
28,32,0.008878474887471824,2040,3318481
29,33,0.004217661846431668,2040,1576423
30,34,0.027189562541505247,2040,10162561
31,35,0.006343591915871422,2040,2371025
32,36,0.05959814099451796,2040,22275818
33,37,0.03210242183156689,2040,11998826
34,38,0.002275401581454853,2040,850470
35,39,0.03521457050272876,2040,13162044
36,40,0.012282084447419859,2040,4590638
37,41,0.012916723254020832,2040,4827845
38,42,0.03844229785523771,2040,14368462
39,44,0.003220473474419058,2040,1203707
40,45,0.015702544756100535,2040,5869093
41,46,0.0027314425918269552,2040,1020923
42,47,0.020764828564057303,2040,7761208
43,48,0.08939463520698565,2040,33412765
44,49,0.00931424464852193,2040,3481357
45,50,0.001862068155968288,2040,695980
46,51,0.0261155924909049,2040,9761147
47,53,0.023052327774681965,2040,8616199
48,54,0.005463076516856651,2040,2041918
49,55,0.017831982600923876,2040,6665007
50,56,0.0017936682143497545,2040,670414
0,01,0.014970436787955795,2041,5619288
1,02,0.002275529136923347,2041,854140
2,04,0.021689021640862737,2041,8141169
3,05,0.009320243112264008,2041,3498437
4,06,0.12230287192714974,2041,45907484
5,08,0.017756731587958065,2041,6665149
6,09,0.01043140565209895,2041,3915522
7,10,0.0029587464366834407,2041,1110592
8,11,0.002152642869920702,2041,808014
9,12,0.06537436282980477,2041,24538855
10,13,0.03266061127514278,2041,12259454
11,15,0.004202026231372576,2041,1577268
12,16,0.005410322260465776,2041,2030813
13,17,0.037175487433334264,2041,13954154
14,18,0.02075180783610234,2041,7789378
15,19,0.009749782795695034,2041,3659669
16,20,0.008604620010060703,2041,3229822
17,21,0.013632225514201353,2041,5116979
18,22,0.014265135608531945,2041,5354547
19,23,0.004156089479100424,2041,1560026
20,24,0.01857404325233401,2041,6971934
21,25,0.02100358554729542,2041,7883885
22,26,0.03037665340713026,2041,11402150
23,27,0.01654041970468687,2041,6208595
24,28,0.009148016376014133,2041,3433790
25,29,0.018576168057901295,2041,6972732
26,30,0.0032461960416577495,2041,1218489
27,31,0.005987000533527601,2041,2247275
28,32,0.008878474887471824,2041,3332615
29,33,0.004217661846431668,2041,1583137
30,34,0.027189562541505247,2041,10205847
31,35,0.006343591915871422,2041,2381124
32,36,0.05959814099451796,2041,22370699
33,37,0.03210242183156689,2041,12049933
34,38,0.002275401581454853,2041,854092
35,39,0.03521457050272876,2041,13218106
36,40,0.012282084447419859,2041,4610191
37,41,0.012916723254020832,2041,4848408
38,42,0.03844229785523771,2041,14429662
39,44,0.003220473474419058,2041,1208834
40,45,0.015702544756100535,2041,5894091
41,46,0.0027314425918269552,2041,1025272
42,47,0.020764828564057303,2041,7794265
43,48,0.08939463520698565,2041,33555081
44,49,0.00931424464852193,2041,3496186
45,50,0.001862068155968288,2041,698944
46,51,0.0261155924909049,2041,9802723
47,53,0.023052327774681965,2041,8652899
48,54,0.005463076516856651,2041,2050615
49,55,0.017831982600923876,2041,6693395
50,56,0.0017936682143497545,2041,673270
0,01,0.014970436787955795,2042,5642642
1,02,0.002275529136923347,2042,857690
2,04,0.021689021640862737,2042,8175004
3,05,0.009320243112264008,2042,3512977
4,06,0.12230287192714974,2042,46098276
5,08,0.017756731587958065,2042,6692850
6,09,0.01043140565209895,2042,3931795
7,10,0.0029587464366834407,2042,1115208
8,11,0.002152642869920702,2042,811372
9,12,0.06537436282980477,2042,24640839
10,13,0.03266061127514278,2042,12310405
11,15,0.004202026231372576,2042,1583824
12,16,0.005410322260465776,2042,2039253
13,17,0.037175487433334264,2042,14012148
14,18,0.02075180783610234,2042,7821751
15,19,0.009749782795695034,2042,3674878
16,20,0.008604620010060703,2042,3243245
17,21,0.013632225514201353,2042,5138245
18,22,0.014265135608531945,2042,5376801
19,23,0.004156089479100424,2042,1566509
20,24,0.01857404325233401,2042,7000910
21,25,0.02100358554729542,2042,7916650
22,26,0.03037665340713026,2042,11449538
23,27,0.01654041970468687,2042,6234398
24,28,0.009148016376014133,2042,3448061
25,29,0.018576168057901295,2042,7001711
26,30,0.0032461960416577495,2042,1223553
27,31,0.005987000533527601,2042,2256614
28,32,0.008878474887471824,2042,3346466
29,33,0.004217661846431668,2042,1589717
30,34,0.027189562541505247,2042,10248263
31,35,0.006343591915871422,2042,2391020
32,36,0.05959814099451796,2042,22463672
33,37,0.03210242183156689,2042,12100013
34,38,0.002275401581454853,2042,857642
35,39,0.03521457050272876,2042,13273041
36,40,0.012282084447419859,2042,4629351
37,41,0.012916723254020832,2042,4868558
38,42,0.03844229785523771,2042,14489632
39,44,0.003220473474419058,2042,1213858
40,45,0.015702544756100535,2042,5918587
41,46,0.0027314425918269552,2042,1029533
42,47,0.020764828564057303,2042,7826658
43,48,0.08939463520698565,2042,33694537
44,49,0.00931424464852193,2042,3510716
45,50,0.001862068155968288,2042,701849
46,51,0.0261155924909049,2042,9843463
47,53,0.023052327774681965,2042,8688860
48,54,0.005463076516856651,2042,2059137
49,55,0.017831982600923876,2042,6721213
50,56,0.0017936682143497545,2042,676068
0,01,0.014970436787955795,2043,5665622
1,02,0.002275529136923347,2043,861183
2,04,0.021689021640862737,2043,8208297
3,05,0.009320243112264008,2043,3527283
4,06,0.12230287192714974,2043,46286011
5,08,0.017756731587958065,2043,6720106
6,09,0.01043140565209895,2043,3947807
7,10,0.0029587464366834407,2043,1119749
8,11,0.002152642869920702,2043,814676
9,12,0.06537436282980477,2043,24741189
10,13,0.03266061127514278,2043,12360539
11,15,0.004202026231372576,2043,1590274
12,16,0.005410322260465776,2043,2047558
13,17,0.037175487433334264,2043,14069212
14,18,0.02075180783610234,2043,7853605
15,19,0.009749782795695034,2043,3689844
16,20,0.008604620010060703,2043,3256453
17,21,0.013632225514201353,2043,5159170
18,22,0.014265135608531945,2043,5398698
19,23,0.004156089479100424,2043,1572889
20,24,0.01857404325233401,2043,7029421
21,25,0.02100358554729542,2043,7948891
22,26,0.03037665340713026,2043,11496166
23,27,0.01654041970468687,2043,6259788
24,28,0.009148016376014133,2043,3462103
25,29,0.018576168057901295,2043,7030225
26,30,0.0032461960416577495,2043,1228536
27,31,0.005987000533527601,2043,2265804
28,32,0.008878474887471824,2043,3360094
29,33,0.004217661846431668,2043,1596191
30,34,0.027189562541505247,2043,10289999
31,35,0.006343591915871422,2043,2400758
32,36,0.05959814099451796,2043,22555155
33,37,0.03210242183156689,2043,12149290
34,38,0.002275401581454853,2043,861135
35,39,0.03521457050272876,2043,13327095
36,40,0.012282084447419859,2043,4648204
37,41,0.012916723254020832,2043,4888386
38,42,0.03844229785523771,2043,14548641
39,44,0.003220473474419058,2043,1218801
40,45,0.015702544756100535,2043,5942691
41,46,0.0027314425918269552,2043,1033725
42,47,0.020764828564057303,2043,7858532
43,48,0.08939463520698565,2043,33831757
44,49,0.00931424464852193,2043,3525013
45,50,0.001862068155968288,2043,704707
46,51,0.0261155924909049,2043,9883550
47,53,0.023052327774681965,2043,8724246
48,54,0.005463076516856651,2043,2067523
49,55,0.017831982600923876,2043,6748585
50,56,0.0017936682143497545,2043,678821
0,01,0.014970436787955795,2044,5688332
1,02,0.002275529136923347,2044,864635
2,04,0.021689021640862737,2044,8241199
3,05,0.009320243112264008,2044,3541422
4,06,0.12230287192714974,2044,46471545
5,08,0.017756731587958065,2044,6747043
6,09,0.01043140565209895,2044,3963632
7,10,0.0029587464366834407,2044,1124238
8,11,0.002152642869920702,2044,817942
9,12,0.06537436282980477,2044,24840362
10,13,0.03266061127514278,2044,12410085
11,15,0.004202026231372576,2044,1596648
12,16,0.005410322260465776,2044,2055766
13,17,0.037175487433334264,2044,14125607
14,18,0.02075180783610234,2044,7885085
15,19,0.009749782795695034,2044,3704635
16,20,0.008604620010060703,2044,3269506
17,21,0.013632225514201353,2044,5179850
18,22,0.014265135608531945,2044,5420338
19,23,0.004156089479100424,2044,1579193
20,24,0.01857404325233401,2044,7057598
21,25,0.02100358554729542,2044,7980753
22,26,0.03037665340713026,2044,11542247
23,27,0.01654041970468687,2044,6284880
24,28,0.009148016376014133,2044,3475981
25,29,0.018576168057901295,2044,7058405
26,30,0.0032461960416577495,2044,1233460
27,31,0.005987000533527601,2044,2274887
28,32,0.008878474887471824,2044,3373563
29,33,0.004217661846431668,2044,1602589
30,34,0.027189562541505247,2044,10331245
31,35,0.006343591915871422,2044,2410381
32,36,0.05959814099451796,2044,22645565
33,37,0.03210242183156689,2044,12197989
34,38,0.002275401581454853,2044,864587
35,39,0.03521457050272876,2044,13380516
36,40,0.012282084447419859,2044,4666836
37,41,0.012916723254020832,2044,4907980
38,42,0.03844229785523771,2044,14606958
39,44,0.003220473474419058,2044,1223687
40,45,0.015702544756100535,2044,5966512
41,46,0.0027314425918269552,2044,1037869
42,47,0.020764828564057303,2044,7890033
43,48,0.08939463520698565,2044,33967369
44,49,0.00931424464852193,2044,3539143
45,50,0.001862068155968288,2044,707532
46,51,0.0261155924909049,2044,9923168
47,53,0.023052327774681965,2044,8759216
48,54,0.005463076516856651,2044,2075811
49,55,0.017831982600923876,2044,6775636
50,56,0.0017936682143497545,2044,681542
0,01,0.014970436787955795,2045,5710832
1,02,0.002275529136923347,2045,868055
2,04,0.021689021640862737,2045,8273798
3,05,0.009320243112264008,2045,3555430
4,06,0.12230287192714974,2045,46655366
5,08,0.017756731587958065,2045,6773731
6,09,0.01043140565209895,2045,3979310
7,10,0.0029587464366834407,2045,1128685
8,11,0.002152642869920702,2045,821177
9,12,0.06537436282980477,2045,24938620
10,13,0.03266061127514278,2045,12459174
11,15,0.004202026231372576,2045,1602964
12,16,0.005410322260465776,2045,2063897
13,17,0.037175487433334264,2045,14181482
14,18,0.02075180783610234,2045,7916275
15,19,0.009749782795695034,2045,3719289
16,20,0.008604620010060703,2045,3282439
17,21,0.013632225514201353,2045,5200340
18,22,0.014265135608531945,2045,5441778
19,23,0.004156089479100424,2045,1585440
20,24,0.01857404325233401,2045,7085515
21,25,0.02100358554729542,2045,8012322
22,26,0.03037665340713026,2045,11587903
23,27,0.01654041970468687,2045,6309740
24,28,0.009148016376014133,2045,3489730
25,29,0.018576168057901295,2045,7086325
26,30,0.0032461960416577495,2045,1238339
27,31,0.005987000533527601,2045,2283885
28,32,0.008878474887471824,2045,3386907
29,33,0.004217661846431668,2045,1608928
30,34,0.027189562541505247,2045,10372111
31,35,0.006343591915871422,2045,2419915
32,36,0.05959814099451796,2045,22735141
33,37,0.03210242183156689,2045,12246239
34,38,0.002275401581454853,2045,868007
35,39,0.03521457050272876,2045,13433443
36,40,0.012282084447419859,2045,4685296
37,41,0.012916723254020832,2045,4927394
38,42,0.03844229785523771,2045,14664737
39,44,0.003220473474419058,2045,1228527
40,45,0.015702544756100535,2045,5990113
41,46,0.0027314425918269552,2045,1041974
42,47,0.020764828564057303,2045,7921242
43,48,0.08939463520698565,2045,34101729
44,49,0.00931424464852193,2045,3553142
45,50,0.001862068155968288,2045,710331
46,51,0.0261155924909049,2045,9962420
47,53,0.023052327774681965,2045,8793864
48,54,0.005463076516856651,2045,2084022
49,55,0.017831982600923876,2045,6802438
50,56,0.0017936682143497545,2045,684238
0,01,0.014970436787955795,2046,5733213
1,02,0.002275529136923347,2046,871457
2,04,0.021689021640862737,2046,8306223
3,05,0.009320243112264008,2046,3569364
4,06,0.12230287192714974,2046,46838209
5,08,0.017756731587958065,2046,6800278
6,09,0.01043140565209895,2046,3994905
7,10,0.0029587464366834407,2046,1133108
8,11,0.002152642869920702,2046,824395
9,12,0.06537436282980477,2046,25036354
10,13,0.03266061127514278,2046,12508002
11,15,0.004202026231372576,2046,1609246
12,16,0.005410322260465776,2046,2071986
13,17,0.037175487433334264,2046,14237059
14,18,0.02075180783610234,2046,7947299
15,19,0.009749782795695034,2046,3733865
16,20,0.008604620010060703,2046,3295303
17,21,0.013632225514201353,2046,5220720
18,22,0.014265135608531945,2046,5463105
19,23,0.004156089479100424,2046,1591653
20,24,0.01857404325233401,2046,7113283
21,25,0.02100358554729542,2046,8043722
22,26,0.03037665340713026,2046,11633317
23,27,0.01654041970468687,2046,6334468
24,28,0.009148016376014133,2046,3503407
25,29,0.018576168057901295,2046,7114097
26,30,0.0032461960416577495,2046,1243192
27,31,0.005987000533527601,2046,2292836
28,32,0.008878474887471824,2046,3400181
29,33,0.004217661846431668,2046,1615234
30,34,0.027189562541505247,2046,10412760
31,35,0.006343591915871422,2046,2429399
32,36,0.05959814099451796,2046,22824240
33,37,0.03210242183156689,2046,12294232
34,38,0.002275401581454853,2046,871408
35,39,0.03521457050272876,2046,13486089
36,40,0.012282084447419859,2046,4703658
37,41,0.012916723254020832,2046,4946705
38,42,0.03844229785523771,2046,14722208
39,44,0.003220473474419058,2046,1233342
40,45,0.015702544756100535,2046,6013588
41,46,0.0027314425918269552,2046,1046058
42,47,0.020764828564057303,2046,7952286
43,48,0.08939463520698565,2046,34235374
44,49,0.00931424464852193,2046,3567067
45,50,0.001862068155968288,2046,713114
46,51,0.0261155924909049,2046,10001462
47,53,0.023052327774681965,2046,8828327
48,54,0.005463076516856651,2046,2092189
49,55,0.017831982600923876,2046,6829097
50,56,0.0017936682143497545,2046,686919
0,01,0.014970436787955795,2047,5755459
1,02,0.002275529136923347,2047,874839
2,04,0.021689021640862737,2047,8338453
3,05,0.009320243112264008,2047,3583214
4,06,0.12230287192714974,2047,47019951
5,08,0.017756731587958065,2047,6826664
6,09,0.01043140565209895,2047,4010406
7,10,0.0029587464366834407,2047,1137505
8,11,0.002152642869920702,2047,827594
9,12,0.06537436282980477,2047,25133501
10,13,0.03266061127514278,2047,12556535
11,15,0.004202026231372576,2047,1615490
12,16,0.005410322260465776,2047,2080025
13,17,0.037175487433334264,2047,14292302
14,18,0.02075180783610234,2047,7978136
15,19,0.009749782795695034,2047,3748353
16,20,0.008604620010060703,2047,3308089
17,21,0.013632225514201353,2047,5240977
